699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1288973854329619,0.12332346843846351,0.10015677419196202,0.08639609816978777,0.07176451426527874,0.06497127888104241,0.05452011792413554,0.040062703757476156,0.03954014718945798,0.03396620651772495,0.028392265845991936,0.023689250814519665,0.020379723910634973,0.020031354838392405,0.020902280478653154,0.016896009510974672,0.011496256335017264,0.015676708879162702,0.012192994479502398,0.010102768207429681,0.011844625407259833,0.0071416103757875595,0.00766416694380574,0.006096497239751199,0.005922315663284243,0.005399756135611736,0.004354641815713646,0.0036578989357815856,0.0029611566477803905,0.001393485167933255,0.004528827535696661,0.0036578989357815856,0.0033095274958155553,0.0017418566078992851,0.0029611566477803905,0.0033095274958155553,0.0006967428799320602,0.0,0.0,0.0,0.0

